rep,A,rd,LL,dp,pval,psig
97,11,10,2.9524464597950435,-0.695,0.015098883524464757,0
98,11,10,4.807853075197773,-0.6799999999999999,0.0019292026738412238,0
99,11,10,6.420462979359692,-0.72,0.00033911975619993484,0
0,11,20,10.923787517051444,-0.73,2.9518941941919508e-06,1
1,11,20,9.426101583013512,-0.71,1.4124786173796977e-05,0
2,11,20,3.382210137853928,-0.69,0.0092993128275633552,0
3,11,20,10.023808667836384,-0.75,7.553758804790256e-06,0
4,11,20,13.410934077032419,-0.73,2.2309842273582348e-07,1
5,11,20,12.228882898287024,-0.7250000000000001,7.5956730527515504e-07,1
6,11,20,12.30490049704315,-0.745,7.0193815993047082e-07,1
7,11,20,6.7596016585594265,-0.725,0.0002361346399930575,0
8,11,20,18.079612992387638,-0.7,1.8183556882434004e-09,1
9,11,20,7.302594622498072,-0.75,0.00013254904491599717,0
10,11,20,10.288275477124772,-0.79,5.7293608772823745e-06,0
11,11,20,12.898066933646273,-0.75,3.7944777209197866e-07,1
12,11,20,10.936567049158207,-0.735,2.912835836532679e-06,1
13,11,20,7.654152265934671,-0.705,9.1314196022262983e-05,0
14,11,20,21.930654604984007,-0.76,3.5248803875731483e-11,1
15,11,20,22.846767675508392,-0.7050000000000001,1.3827827771706325e-11,1
16,11,20,15.630564116349566,-0.75,2.2555086354181242e-08,1
17,11,20,4.438939038715253,-0.75,0.0028864683534578495,0
18,11,20,11.62190340242831,-0.75,1.4270926703696674e-06,1
19,11,20,15.600844749258941,-0.735,2.3256358505641117e-08,1
20,11,20,10.967103549448847,-0.725,2.8215932146302691e-06,1
21,11,20,15.656848246089805,-0.745,2.195254489301135e-08,1
22,11,20,13.327103127184,-0.71,2.4332050563291574e-07,1
23,11,20,11.39964039283969,-0.735,1.79832991775708e-06,1
24,11,20,5.20033175377662,-0.725,0.0012597004183225735,0
25,11,20,16.632527539878,-0.745,8.0414770398107294e-09,1
26,11,20,7.228494257903847,-0.755,0.0001433968009770803,0
27,11,20,21.91787051515599,-0.8,3.5712321988512485e-11,1
